id_pedido,data_compra,regiao_destino,categoria,valor_venda,custo_produto,custo_frete,peso_kg,data_previsao_entrega,data_entrega_real,status_pedido,receita_liquida,lucro_bruto,margem_lucro_pct,custo_frete_por_kg,dias_prazo_prometido,dias_transito_real,cumpriram_sla,status_sla_detalhado
PED-10301,2026-05-13,Norte,Móveis,2273.84,1292.42,97.35,38.96,2026-05-15,2026-05-17,Entregue,981.4200000000001,884.07,38.88,2.5,2,4.0,0,Entregue com Atraso
PED-10302,2026-05-18,Sul,Ferramentas,1003.02,696.59,117.39,26.6,2026-05-23,,Em Transito,306.42999999999995,189.03999999999996,18.85,4.41,5,,0,Em Trânsito
PED-10303,2026-06-24,Norte,Alimentos,1908.9,798.28,75.41,34.65,2026-07-05,2026-07-04,Entregue,1110.6200000000001,1035.21,54.23,2.18,11,10.0,1,Entregue no Prazo
PED-10304,2026-02-23,Nordeste,Móveis,1091.61,685.89,101.56,18.04,2026-03-06,,Cancelado,405.7199999999999,304.1599999999999,27.86,5.63,11,,0,Cancelado
PED-10305,2026-03-03,Sudeste,Móveis,672.06,361.29,111.15,28.26,2026-03-10,,Cancelado,310.7699999999999,199.61999999999992,29.7,3.93,7,,0,Cancelado
PED-10306,2026-04-18,Nordeste,Eletrônicos,3435.11,2191.4,201.31,42.76,2026-05-01,,Em Transito,1243.71,1042.4,30.35,4.71,13,,0,Em Trânsito
PED-10307,2026-04-09,Norte,Vestuário,3434.95,1960.88,41.36,13.35,2026-04-19,2026-04-19,Entregue,1474.0699999999997,1432.7099999999998,41.71,3.1,10,10.0,1,Entregue no Prazo
PED-10308,2026-06-03,Norte,Alimentos,2784.45,1872.18,235.11,47.21,2026-06-15,2026-06-15,Entregue,912.2699999999998,677.1599999999997,24.32,4.98,12,12.0,1,Entregue no Prazo
PED-10309,2026-01-08,Centro-Oeste,Móveis,1695.31,1043.46,78.18,12.74,2026-01-10,2026-01-12,Entregue,651.8499999999999,573.6699999999998,33.84,6.14,2,4.0,0,Entregue com Atraso
PED-10310,2026-03-27,Centro-Oeste,Alimentos,91.76,36.95,55.79,18.17,2026-04-09,2026-04-09,Entregue,54.81,-0.9799999999999969,-1.07,3.07,13,13.0,1,Entregue no Prazo
PED-10311,2026-03-07,Sul,Ferramentas,898.04,467.73,123.94,44.78,2026-03-21,2026-03-21,Entregue,430.30999999999995,306.36999999999995,34.12,2.77,14,14.0,1,Entregue no Prazo
PED-10312,2026-06-04,Sudeste,Vestuário,1756.63,972.85,53.79,24.34,2026-06-08,,Em Transito,783.7800000000001,729.9900000000001,41.56,2.21,4,,0,Em Trânsito
PED-10313,2026-04-09,Nordeste,Vestuário,1000.64,586.99,178.2,49.63,2026-04-23,,Em Transito,413.65,235.45,23.53,3.59,14,,0,Em Trânsito
PED-10314,2026-07-12,Sudeste,Eletrônicos,711.0,480.26,19.68,5.54,2026-07-23,2026-07-29,Entregue,230.74,211.06,29.68,3.55,11,17.0,0,Entregue com Atraso
PED-10315,2026-05-25,Sudeste,Ferramentas,825.87,437.23,135.28,36.1,2026-06-03,2026-06-03,Entregue,388.64,253.35999999999999,30.68,3.75,9,9.0,1,Entregue no Prazo
PED-10316,2026-05-27,Centro-Oeste,Alimentos,1533.85,1029.41,187.02,42.37,2026-06-02,,Cancelado,504.4399999999998,317.41999999999985,20.69,4.41,6,,0,Cancelado
PED-10317,2026-03-25,Sudeste,Alimentos,755.39,360.01,68.89,15.14,2026-04-02,,Em Transito,395.38,326.49,43.22,4.55,8,,0,Em Trânsito
PED-10318,2026-05-02,Sul,Ferramentas,1637.01,701.48,173.74,41.42,2026-05-16,,Em Transito,935.53,761.79,46.54,4.19,14,,0,Em Trânsito
PED-10319,2026-01-04,Sul,Móveis,3071.8,1725.52,35.91,14.48,2026-01-12,,Cancelado,1346.2800000000002,1310.3700000000001,42.66,2.48,8,,0,Cancelado
PED-10320,2026-03-03,Nordeste,Eletrônicos,2086.99,873.2,56.23,18.43,2026-03-13,2026-03-17,Entregue,1213.7899999999997,1157.5599999999997,55.47,3.05,10,14.0,0,Entregue com Atraso
PED-10321,2026-03-02,Norte,Vestuário,3095.43,1286.37,64.08,9.96,2026-03-15,2026-03-15,Entregue,1809.06,1744.98,56.37,6.43,13,13.0,1,Entregue no Prazo
PED-10322,2026-03-28,Sudeste,Móveis,3141.34,2027.45,49.76,13.01,2026-04-01,2026-04-02,Entregue,1113.89,1064.13,33.88,3.82,4,5.0,0,Entregue com Atraso
PED-10323,2026-01-22,Centro-Oeste,Ferramentas,566.13,291.11,102.43,21.02,2026-02-02,2026-02-01,Entregue,275.02,172.58999999999997,30.49,4.87,11,10.0,1,Entregue no Prazo
PED-10324,2026-05-19,Sudeste,Eletrônicos,1297.9,888.75,88.96188596491228,31.79,2026-05-31,,Cancelado,409.1500000000001,320.1881140350878,24.67,2.8,12,,0,Cancelado
PED-10325,2026-07-10,Nordeste,Vestuário,1324.02,900.17,200.64,41.46,2026-07-19,2026-07-20,Entregue,423.85,223.21000000000004,16.86,4.84,9,10.0,0,Entregue com Atraso
PED-10326,2026-06-16,Centro-Oeste,Eletrônicos,995.55,639.26,72.2,10.16,2026-06-30,,Em Transito,356.28999999999996,284.09,28.54,7.11,14,,0,Em Trânsito
PED-10327,2026-03-04,Nordeste,Alimentos,2365.14,1254.94,131.53,27.69,2026-03-06,2026-03-06,Entregue,1110.1999999999998,978.6699999999998,41.38,4.75,2,2.0,1,Entregue no Prazo
PED-10328,2026-05-26,Nordeste,Vestuário,2748.49,1201.96,112.25,39.98,2026-05-28,2026-05-30,Entregue,1546.5299999999997,1434.2799999999997,52.18,2.81,2,4.0,0,Entregue com Atraso
PED-10329,2026-03-24,Nordeste,Eletrônicos,3386.27,1407.0,136.05,25.49,2026-04-05,,Cancelado,1979.27,1843.22,54.43,5.34,12,,0,Cancelado
PED-10330,2026-05-27,Norte,Vestuário,3083.73,1981.72,154.38,34.02,2026-06-09,2026-06-13,Entregue,1102.01,947.63,30.73,4.54,13,17.0,0,Entregue com Atraso
PED-10331,2026-03-13,Sul,Móveis,2923.26,1963.92,12.66,1.1,2026-03-22,,Em Transito,959.3400000000001,946.6800000000002,32.38,11.51,9,,0,Em Trânsito
PED-10332,2026-02-22,Sul,Ferramentas,1267.71,743.37,57.61,17.04,2026-03-04,,Em Transito,524.34,466.73,36.82,3.38,10,,0,Em Trânsito
PED-10333,2026-02-28,Nordeste,Móveis,1543.05,934.52,101.1,16.96,2026-03-03,,Em Transito,608.53,507.42999999999995,32.88,5.96,3,,0,Em Trânsito
PED-10334,2026-05-15,Sul,Ferramentas,399.74,193.22,40.76,14.18,2026-05-26,2026-06-01,Entregue,206.52,165.76000000000002,41.47,2.87,11,17.0,0,Entregue com Atraso
PED-10335,2026-01-17,Sudeste,Móveis,440.9,229.74,119.44,37.03,2026-01-28,,Em Transito,211.15999999999997,91.71999999999997,20.8,3.23,11,,0,Em Trânsito
PED-10336,2026-03-12,Sul,Vestuário,758.4,413.26,82.83,13.79,2026-03-25,2026-03-26,Entregue,345.14,262.31,34.59,6.01,13,14.0,0,Entregue com Atraso
PED-10337,2026-02-08,Sul,Ferramentas,3243.05,1363.7,74.5,21.8,2026-02-13,,Em Transito,1879.3500000000001,1804.8500000000001,55.65,3.42,5,,0,Em Trânsito
PED-10338,2026-03-07,Centro-Oeste,Móveis,2478.08,1268.72,84.68,28.4,2026-03-17,2026-03-18,Entregue,1209.36,1124.6799999999998,45.39,2.98,10,11.0,0,Entregue com Atraso
PED-10339,2026-01-02,Centro-Oeste,Alimentos,3316.23,1431.85,38.95,8.16,2026-01-14,2026-01-14,Entregue,1884.38,1845.43,55.65,4.77,12,12.0,1,Entregue no Prazo
PED-10340,2026-04-08,Nordeste,Ferramentas,1458.12,589.98,141.17,29.35,2026-04-10,2026-04-10,Entregue,868.1399999999999,726.9699999999999,49.86,4.81,2,2.0,1,Entregue no Prazo
PED-10341,2026-03-14,Centro-Oeste,Móveis,2600.96,1207.89,110.72,33.42,2026-03-25,2026-03-26,Entregue,1393.07,1282.35,49.3,3.31,11,12.0,0,Entregue com Atraso
PED-10342,2026-03-26,Nordeste,Alimentos,3021.55,1949.43,106.85,25.88,2026-04-07,2026-04-07,Entregue,1072.1200000000001,965.2700000000001,31.95,4.13,12,12.0,1,Entregue no Prazo
PED-10343,2026-05-01,Nordeste,Móveis,2467.99,1138.26,65.63,32.87,2026-05-07,,Em Transito,1329.7299999999998,1264.1,51.22,2.0,6,,0,Em Trânsito
PED-10344,2026-04-20,Centro-Oeste,Vestuário,904.08,378.59,93.33,23.22,2026-04-24,2026-04-22,Entregue,525.49,432.16,47.8,4.02,4,2.0,1,Entregue no Prazo
PED-10345,2026-02-17,Sudeste,Móveis,2827.56,1829.13,88.96188596491228,46.67,2026-03-03,2026-03-04,Entregue,998.4299999999998,909.4681140350875,32.16,1.91,14,15.0,0,Entregue com Atraso
PED-10346,2026-01-08,Sul,Móveis,1524.86,704.28,191.15,40.09,2026-01-16,2026-01-14,Entregue,820.5799999999999,629.43,41.28,4.77,8,6.0,1,Entregue no Prazo
PED-10347,2026-02-25,Sul,Ferramentas,1469.12,972.73,113.7,32.08,2026-03-04,2026-03-08,Entregue,496.3899999999999,382.6899999999999,26.05,3.54,7,11.0,0,Entregue com Atraso
PED-10348,2026-02-06,Norte,Móveis,2895.36,1412.11,74.05,22.47,2026-02-16,,Cancelado,1483.2500000000002,1409.2000000000003,48.67,3.3,10,,0,Cancelado
PED-10349,2026-03-02,Sul,Alimentos,774.6,375.15,94.82,35.79,2026-03-09,2026-03-15,Entregue,399.45000000000005,304.63000000000005,39.33,2.65,7,13.0,0,Entregue com Atraso
PED-10350,2026-06-06,Centro-Oeste,Eletrônicos,690.48,413.78,151.41,44.14,2026-06-20,,Em Transito,276.70000000000005,125.29000000000005,18.15,3.43,14,,0,Em Trânsito
PED-10351,2026-05-09,Norte,Alimentos,912.35,505.9,95.75,27.01,2026-05-15,,Cancelado,406.45000000000005,310.70000000000005,34.05,3.54,6,,0,Cancelado
PED-10352,2026-06-02,Centro-Oeste,Ferramentas,1177.26,596.08,64.01,25.53,2026-06-10,2026-06-08,Entregue,581.18,517.17,43.93,2.51,8,6.0,1,Entregue no Prazo
PED-10353,2026-04-19,Sul,Eletrônicos,3012.92,1817.04,80.56,41.98,2026-04-27,2026-05-03,Entregue,1195.88,1115.3200000000002,37.02,1.92,8,14.0,0,Entregue com Atraso
PED-10354,2026-06-14,Centro-Oeste,Alimentos,842.11,366.54,56.38,8.68,2026-06-23,,Cancelado,475.57,419.19,49.78,6.5,9,,0,Cancelado
PED-10355,2026-01-18,Nordeste,Eletrônicos,1478.99,916.57,116.04,44.14,2026-01-29,2026-01-29,Entregue,562.42,446.37999999999994,30.18,2.63,11,11.0,1,Entregue no Prazo
PED-10356,2026-01-28,Sul,Vestuário,1208.07,754.82,104.14,28.81,2026-02-09,,Cancelado,453.2499999999999,349.1099999999999,28.9,3.61,12,,0,Cancelado
PED-10357,2026-01-19,Sul,Móveis,1470.93,920.92,44.58,10.58,2026-01-22,2026-01-23,Entregue,550.0100000000001,505.4300000000001,34.36,4.21,3,4.0,0,Entregue com Atraso
PED-10358,2026-02-17,Nordeste,Ferramentas,454.35,227.7,39.25,7.57,2026-02-28,2026-03-02,Entregue,226.65000000000003,187.40000000000003,41.25,5.18,11,13.0,0,Entregue com Atraso
PED-10359,2026-07-14,Sudeste,Eletrônicos,3332.47,2109.28,120.45,30.76,2026-07-26,2026-07-26,Entregue,1223.1899999999996,1102.7399999999996,33.09,3.92,12,12.0,1,Entregue no Prazo
PED-10360,2026-06-09,Sudeste,Alimentos,3091.39,1914.79,158.44,35.02,2026-06-18,2026-06-24,Entregue,1176.6,1018.1599999999999,32.94,4.52,9,15.0,0,Entregue com Atraso
PED-10361,2026-04-18,Sul,Eletrônicos,1883.94,1042.14,131.7,41.12,2026-04-28,,Cancelado,841.8,710.0999999999999,37.69,3.2,10,,0,Cancelado
PED-10362,2026-06-23,Nordeste,Móveis,3161.12,1457.41,32.67,3.82,2026-06-30,,Em Transito,1703.7099999999998,1671.0399999999997,52.86,8.55,7,,0,Em Trânsito
PED-10363,2026-03-20,Norte,Alimentos,2286.7,965.52,106.92,19.09,2026-04-03,,Em Transito,1321.1799999999998,1214.2599999999998,53.1,5.6,14,,0,Em Trânsito
PED-10364,2026-03-08,Sul,Vestuário,1259.3,644.46,23.38,3.9,2026-03-13,2026-03-13,Entregue,614.8399999999999,591.4599999999999,46.97,5.99,5,5.0,1,Entregue no Prazo
PED-10365,2026-04-06,Sul,Vestuário,2918.22,1904.72,71.03,18.98,2026-04-19,2026-04-23,Entregue,1013.4999999999998,942.4699999999998,32.3,3.74,13,17.0,0,Entregue com Atraso
PED-10366,2026-05-16,Nordeste,Móveis,1940.71,1079.66,57.69,17.84,2026-05-27,,Em Transito,861.05,803.3599999999999,41.4,3.23,11,,0,Em Trânsito
PED-10367,2026-07-11,Norte,Ferramentas,1383.84,828.57,50.08,17.67,2026-07-18,,Cancelado,555.2699999999999,505.1899999999999,36.51,2.83,7,,0,Cancelado
PED-10368,2026-05-11,Centro-Oeste,Móveis,3117.49,1788.32,117.24,31.8,2026-05-22,,Em Transito,1329.1699999999998,1211.9299999999998,38.88,3.69,11,,0,Em Trânsito
PED-10369,2026-02-23,Sul,Eletrônicos,883.18,410.21,82.73,21.53,2026-03-08,2026-03-06,Entregue,472.96999999999997,390.23999999999995,44.19,3.84,13,11.0,1,Entregue no Prazo
PED-10370,2026-04-25,Sudeste,Móveis,3356.82,1776.85,118.19,27.69,2026-05-05,2026-05-06,Entregue,1579.9700000000003,1461.7800000000002,43.55,4.27,10,11.0,0,Entregue com Atraso
PED-10371,2026-06-22,Norte,Ferramentas,2446.51,1139.13,141.23,29.97,2026-06-29,2026-07-01,Entregue,1307.38,1166.15,47.67,4.71,7,9.0,0,Entregue com Atraso
PED-10372,2026-01-23,Norte,Móveis,2461.37,1256.54,60.58,21.9,2026-01-25,,Cancelado,1204.83,1144.25,46.49,2.77,2,,0,Cancelado
PED-10373,2026-05-29,Sul,Ferramentas,2223.64,1461.9,125.32,39.3,2026-06-08,2026-06-12,Entregue,761.7399999999998,636.4199999999998,28.62,3.19,10,14.0,0,Entregue com Atraso
PED-10374,2026-04-14,Centro-Oeste,Móveis,2964.81,1407.4,150.95,29.05,2026-04-21,2026-04-21,Entregue,1557.4099999999999,1406.4599999999998,47.44,5.2,7,7.0,1,Entregue no Prazo
PED-10375,2026-04-01,Centro-Oeste,Móveis,69.73,37.64,64.83,28.77,2026-04-15,,Cancelado,32.09,-32.739999999999995,-46.95,2.25,14,,0,Cancelado
PED-10376,2026-07-06,Centro-Oeste,Vestuário,1450.74,586.26,32.18,4.47,2026-07-12,2026-07-13,Entregue,864.48,832.3000000000001,57.37,7.2,6,7.0,0,Entregue com Atraso
PED-10377,2026-04-24,Nordeste,Alimentos,184.34,120.03,149.33,31.17,2026-04-28,2026-04-28,Entregue,64.31,-85.02000000000001,-46.12,4.79,4,4.0,1,Entregue no Prazo
PED-10378,2026-01-25,Norte,Ferramentas,2252.21,1396.15,96.22,33.97,2026-02-08,2026-02-14,Entregue,856.06,759.8399999999999,33.74,2.83,14,20.0,0,Entregue com Atraso
PED-10379,2026-06-01,Sul,Móveis,1229.57,686.47,71.78,10.98,2026-06-05,,Cancelado,543.0999999999999,471.31999999999994,38.33,6.54,4,,0,Cancelado
PED-10380,2026-04-23,Sudeste,Alimentos,3292.76,1814.97,206.48,47.49,2026-05-07,2026-05-09,Entregue,1477.7900000000002,1271.3100000000002,38.61,4.35,14,16.0,0,Entregue com Atraso
PED-10381,2026-03-16,Centro-Oeste,Alimentos,1776.24,1078.65,101.02744680851065,35.01,2026-03-26,2026-03-27,Entregue,697.5899999999999,596.5625531914893,33.59,2.89,10,11.0,0,Entregue com Atraso
PED-10382,2026-01-04,Nordeste,Alimentos,196.08,112.53,92.01,22.92,2026-01-07,,Em Transito,83.55000000000001,-8.459999999999994,-4.31,4.01,3,,0,Em Trânsito
PED-10383,2026-02-28,Sul,Alimentos,1619.31,980.83,162.14,45.56,2026-03-13,2026-03-12,Entregue,638.4799999999999,476.3399999999999,29.42,3.56,13,12.0,1,Entregue no Prazo
PED-10384,2026-02-05,Sudeste,Vestuário,2095.3,1061.22,20.2,3.07,2026-02-14,,Cancelado,1034.0800000000002,1013.8800000000001,48.39,6.58,9,,0,Cancelado
PED-10385,2026-05-08,Norte,Alimentos,899.69,546.3,87.53,30.04,2026-05-22,2026-05-26,Entregue,353.3900000000001,265.8600000000001,29.55,2.91,14,18.0,0,Entregue com Atraso
PED-10386,2026-03-29,Nordeste,Vestuário,741.91,344.89,175.55,34.71,2026-04-06,2026-04-10,Entregue,397.02,221.46999999999997,29.85,5.06,8,12.0,0,Entregue com Atraso
PED-10387,2026-04-20,Norte,Alimentos,281.21,194.77,89.57,40.94,2026-05-01,,Cancelado,86.43999999999997,-3.130000000000024,-1.11,2.19,11,,0,Cancelado
PED-10388,2026-06-27,Norte,Móveis,841.31,454.92,59.42,13.79,2026-07-08,,Em Transito,386.38999999999993,326.9699999999999,38.86,4.31,11,,0,Em Trânsito
PED-10389,2026-02-06,Nordeste,Alimentos,1010.37,646.12,49.18,16.65,2026-02-15,,Cancelado,364.25,315.07,31.18,2.95,9,,0,Cancelado
PED-10390,2026-02-08,Norte,Eletrônicos,1270.25,623.37,111.52,48.78,2026-02-19,,Em Transito,646.88,535.36,42.15,2.29,11,,0,Em Trânsito
PED-10391,2026-05-07,Sudeste,Vestuário,1993.76,1278.28,33.81,7.29,2026-05-14,2026-05-18,Entregue,715.48,681.6700000000001,34.19,4.64,7,11.0,0,Entregue com Atraso
PED-10392,2026-06-21,Norte,Eletrônicos,1574.03,1094.38,74.53,20.09,2026-06-29,2026-06-29,Entregue,479.64999999999986,405.1199999999999,25.74,3.71,8,8.0,1,Entregue no Prazo
PED-10393,2026-05-21,Nordeste,Móveis,2351.88,1489.01,220.73,43.18,2026-05-29,,Cancelado,862.8700000000001,642.1400000000001,27.3,5.11,8,,0,Cancelado
PED-10394,2026-05-28,Sudeste,Vestuário,1853.52,1003.24,140.57,32.97,2026-06-10,,Em Transito,850.28,709.71,38.29,4.26,13,,0,Em Trânsito
PED-10395,2026-02-17,Sudeste,Alimentos,1485.7,823.31,112.97,45.21,2026-03-03,2026-03-01,Entregue,662.3900000000001,549.4200000000001,36.98,2.5,14,12.0,1,Entregue no Prazo
PED-10396,2026-07-07,Sudeste,Alimentos,3397.31,2309.14,101.35,37.21,2026-07-19,,Em Transito,1088.17,986.82,29.05,2.72,12,,0,Em Trânsito
PED-10397,2026-05-11,Centro-Oeste,Móveis,3166.01,1839.94,102.15,29.04,2026-05-19,2026-05-20,Entregue,1326.0700000000002,1223.92,38.66,3.52,8,9.0,0,Entregue com Atraso
PED-10398,2026-05-11,Sul,Alimentos,1970.91,1288.06,110.49,39.9,2026-05-16,2026-05-22,Entregue,682.8500000000001,572.3600000000001,29.04,2.77,5,11.0,0,Entregue com Atraso
PED-10399,2026-03-25,Norte,Ferramentas,2201.0,1276.77,22.23,3.15,2026-03-30,,Cancelado,924.23,902.0,40.98,7.06,5,,0,Cancelado
PED-10400,2026-05-09,Centro-Oeste,Eletrônicos,1064.12,501.33,97.54,47.45,2026-05-17,2026-05-19,Entregue,562.79,465.24999999999994,43.72,2.06,8,10.0,0,Entregue com Atraso
PED-10401,2026-07-08,Sudeste,Móveis,1819.58,1112.17,189.1,46.79,2026-07-11,,Cancelado,707.4099999999999,518.3099999999998,28.49,4.04,3,,0,Cancelado
PED-10402,2026-06-20,Centro-Oeste,Ferramentas,206.81,122.84,55.53,11.72,2026-06-30,,Em Transito,83.97,28.439999999999998,13.75,4.74,10,,0,Em Trânsito
PED-10403,2026-05-08,Norte,Eletrônicos,2992.79,2030.65,123.66,49.82,2026-05-21,2026-05-20,Entregue,962.1399999999999,838.4799999999999,28.02,2.48,13,12.0,1,Entregue no Prazo
PED-10404,2026-05-20,Nordeste,Ferramentas,435.0,253.39,41.36,14.41,2026-06-02,2026-06-06,Entregue,181.61,140.25,32.24,2.87,13,17.0,0,Entregue com Atraso
PED-10405,2026-04-13,Sul,Eletrônicos,777.2,440.62,93.35,42.9,2026-04-22,2026-04-23,Entregue,336.58000000000004,243.23000000000005,31.3,2.18,9,10.0,0,Entregue com Atraso
PED-10406,2026-02-23,Nordeste,Eletrônicos,858.77,432.41,23.87,1.99,2026-02-27,2026-03-03,Entregue,426.35999999999996,402.48999999999995,46.87,11.99,4,8.0,0,Entregue com Atraso
PED-10407,2026-01-17,Sul,Alimentos,2975.98,2036.01,133.14,44.3,2026-01-22,2026-01-20,Entregue,939.97,806.83,27.11,3.01,5,3.0,1,Entregue no Prazo
PED-10408,2026-02-21,Sudeste,Eletrônicos,2486.55,1459.12,136.34,49.51,2026-03-04,,Em Transito,1027.4300000000003,891.0900000000003,35.84,2.75,11,,0,Em Trânsito
PED-10409,2026-01-28,Nordeste,Móveis,1234.68,803.0,111.39,46.81,2026-02-06,2026-02-06,Entregue,431.68000000000006,320.2900000000001,25.94,2.38,9,9.0,1,Entregue no Prazo
PED-10410,2026-04-21,Norte,Ferramentas,1591.17,875.87,72.78,12.71,2026-04-28,2026-05-04,Entregue,715.3000000000001,642.5200000000001,40.38,5.73,7,13.0,0,Entregue com Atraso
PED-10411,2026-01-10,Sul,Vestuário,1065.22,462.77,182.66,47.11,2026-01-12,2026-01-18,Entregue,602.45,419.7900000000001,39.41,3.88,2,8.0,0,Entregue com Atraso
PED-10412,2026-06-11,Sudeste,Alimentos,2663.25,1301.06,88.96188596491228,15.29,2026-06-13,2026-06-12,Entregue,1362.19,1273.2281140350879,47.81,5.82,2,1.0,1,Entregue no Prazo
PED-10413,2026-03-25,Nordeste,Alimentos,463.62,287.67,95.85,26.81,2026-04-01,,Cancelado,175.95,80.1,17.28,3.58,7,,0,Cancelado
PED-10414,2026-06-29,Nordeste,Ferramentas,2063.44,1066.87,90.05,18.08,2026-07-11,,Em Transito,996.5700000000002,906.5200000000002,43.93,4.98,12,,0,Em Trânsito
PED-10415,2026-01-18,Centro-Oeste,Alimentos,3061.92,1705.31,163.7,35.13,2026-01-27,2026-02-02,Entregue,1356.6100000000001,1192.91,38.96,4.66,9,15.0,0,Entregue com Atraso
PED-10416,2026-03-02,Centro-Oeste,Móveis,2040.16,1100.04,41.81,6.38,2026-03-16,,Cancelado,940.1200000000001,898.3100000000002,44.03,6.55,14,,0,Cancelado
PED-10417,2026-01-02,Nordeste,Alimentos,2178.46,1435.69,56.34,11.54,2026-01-10,2026-01-14,Entregue,742.77,686.43,31.51,4.88,8,12.0,0,Entregue com Atraso
PED-10418,2026-07-01,Norte,Móveis,2787.82,1141.71,82.97,39.21,2026-07-10,2026-07-12,Entregue,1646.1100000000001,1563.14,56.07,2.12,9,11.0,0,Entregue com Atraso
PED-10419,2026-05-09,Centro-Oeste,Eletrônicos,922.36,528.78,70.61,18.28,2026-05-15,2026-05-16,Entregue,393.58000000000004,322.97,35.02,3.86,6,7.0,0,Entregue com Atraso
PED-10420,2026-01-08,Nordeste,Eletrônicos,1972.72,881.43,190.59,41.81,2026-01-22,2026-01-26,Entregue,1091.29,900.6999999999999,45.66,4.56,14,18.0,0,Entregue com Atraso
PED-10421,2026-01-27,Centro-Oeste,Eletrônicos,1001.36,461.9,25.71,1.33,2026-02-02,2026-01-31,Entregue,539.46,513.75,51.31,19.33,6,4.0,1,Entregue no Prazo
PED-10422,2026-02-16,Centro-Oeste,Móveis,1456.73,653.15,129.42,32.99,2026-02-19,,Em Transito,803.58,674.1600000000001,46.28,3.92,3,,0,Em Trânsito
PED-10423,2026-01-13,Norte,Vestuário,2718.82,1123.45,127.82,34.82,2026-01-17,2026-01-17,Entregue,1595.3700000000001,1467.5500000000002,53.98,3.67,4,4.0,1,Entregue no Prazo
PED-10424,2026-06-25,Norte,Ferramentas,1561.71,1046.0,96.82733333333333,48.13,2026-06-29,,Em Transito,515.71,418.8826666666667,26.82,2.01,4,,0,Em Trânsito
PED-10425,2026-05-22,Centro-Oeste,Alimentos,1969.33,804.96,118.46,45.41,2026-05-27,,Cancelado,1164.37,1045.9099999999999,53.11,2.61,5,,0,Cancelado
PED-10426,2026-07-13,Sul,Vestuário,955.08,471.73,200.79,41.91,2026-07-21,,Em Transito,483.35,282.56000000000006,29.58,4.79,8,,0,Em Trânsito
PED-10427,2026-02-26,Sul,Móveis,1136.15,469.13,138.76,39.16,2026-03-06,,Em Transito,667.0200000000001,528.2600000000001,46.5,3.54,8,,0,Em Trânsito
PED-10428,2026-05-31,Centro-Oeste,Móveis,868.15,375.29,107.56,38.52,2026-06-07,2026-06-06,Entregue,492.85999999999996,385.29999999999995,44.38,2.79,7,6.0,1,Entregue no Prazo
PED-10429,2026-01-06,Sul,Vestuário,2908.28,1785.26,101.77,34.99,2026-01-11,2026-01-17,Entregue,1123.0200000000002,1021.2500000000002,35.12,2.91,5,11.0,0,Entregue com Atraso
PED-10430,2026-07-17,Sul,Eletrônicos,1430.73,908.5,75.2,13.66,2026-07-29,2026-07-29,Entregue,522.23,447.03000000000003,31.24,5.51,12,12.0,1,Entregue no Prazo
PED-10431,2026-01-14,Nordeste,Móveis,465.34,317.16,36.68,9.47,2026-01-18,,Cancelado,148.17999999999995,111.49999999999994,23.96,3.87,4,,0,Cancelado
PED-10432,2026-01-30,Nordeste,Alimentos,500.23,284.94,96.77,22.39,2026-02-10,2026-02-16,Entregue,215.29000000000002,118.52000000000002,23.69,4.32,11,17.0,0,Entregue com Atraso
PED-10433,2026-05-07,Nordeste,Eletrônicos,2332.93,1354.81,63.82,8.57,2026-05-11,2026-05-11,Entregue,978.1199999999999,914.2999999999998,39.19,7.45,4,4.0,1,Entregue no Prazo
PED-10434,2026-07-11,Sudeste,Alimentos,173.96,117.96,69.76,11.08,2026-07-13,2026-07-12,Entregue,56.000000000000014,-13.759999999999991,-7.91,6.3,2,1.0,1,Entregue no Prazo
PED-10435,2026-05-24,Nordeste,Alimentos,1132.29,537.12,122.21,35.04,2026-06-06,,Cancelado,595.17,472.96,41.77,3.49,13,,0,Cancelado
PED-10436,2026-02-28,Sul,Vestuário,2002.95,1252.72,46.18,7.03,2026-03-08,,Em Transito,750.23,704.0500000000001,35.15,6.57,8,,0,Em Trânsito
PED-10437,2026-01-17,Centro-Oeste,Eletrônicos,829.97,535.49,99.41,46.55,2026-01-22,,Em Transito,294.48,195.07000000000002,23.5,2.14,5,,0,Em Trânsito
PED-10438,2026-04-11,Sudeste,Ferramentas,3053.69,1916.88,93.88,36.51,2026-04-16,,Em Transito,1136.81,1042.9299999999998,34.15,2.57,5,,0,Em Trânsito
PED-10439,2026-03-05,Centro-Oeste,Vestuário,3192.27,1801.16,82.54,36.83,2026-03-10,2026-03-11,Entregue,1391.11,1308.57,40.99,2.24,5,6.0,0,Entregue com Atraso
PED-10440,2026-07-01,Norte,Ferramentas,1214.49,778.31,96.82733333333333,12.7,2026-07-08,,Cancelado,436.18000000000006,339.3526666666667,27.94,7.62,7,,0,Cancelado
PED-10441,2026-04-21,Norte,Eletrônicos,843.48,441.47,70.16,12.41,2026-05-01,,Em Transito,402.01,331.85,39.34,5.65,10,,0,Em Trânsito
PED-10442,2026-03-23,Centro-Oeste,Alimentos,2314.53,1297.4,30.98,4.56,2026-03-28,,Cancelado,1017.1300000000001,986.1500000000001,42.61,6.79,5,,0,Cancelado
PED-10443,2026-05-17,Sudeste,Alimentos,3421.62,2183.49,151.61,33.14,2026-05-27,,Cancelado,1238.13,1086.52,31.75,4.57,10,,0,Cancelado
